shapeid,partid,x,y
"0","0",-54.1115266969999,2.11427044300007
"0","0",-54.1349079999999,2.11067332000006
"0","0",-54.1481371659999,2.11439402300007
"0","0",-54.157387249,2.12165456200005
"0","0",-54.1885481369999,2.16131622400012
"0","0",-54.1944909259998,2.16307322200009
"0","0",-54.2100455329999,2.1615746050001
"0","0",-54.2297859299999,2.15723378500012
"0","0",-54.246477417,2.15160105400008
"0","0",-54.2637890219999,2.14819041000005
"0","0",-54.3140185139999,2.15485666900007
"0","0",-54.3228551849999,2.15733713800005
"0","0",-54.3350508219999,2.16390004500003
"0","0",-54.3609407149999,2.18818796800012
"0","0",-54.3739114989999,2.19650787300009
"0","0",-54.380526083,2.19769643200001
"0","0",-54.3878124599999,2.19630116800003
"0","0",-54.4025402429999,2.19712799100006
"0","0",-54.4114802659999,2.19971181200006
"0","0",-54.4270865489999,2.20715321900008
"0","0",-54.4339595139999,2.20932362900007
"0","0",-54.4766442469999,2.21412953800008
"0","0",-54.492663941,2.22270782500001
"0","0",-54.5114224859999,2.24343007400005
"0","0",-54.5457873139999,2.26859649700008
"0","0",-54.5491462809999,2.27944854800012
"0","0",-54.5264086509999,2.28265248600009
"0","0",-54.5442886969999,2.30022247300006
"0","0",-54.5646492109999,2.31484690400013
"0","0",-54.5881619879999,2.32435536700012
"0","0",-54.6152921149999,2.32626739600005
"0","0",-54.5992207439999,2.34580108700005
"0","0",-54.5847513429999,2.34833323100013
"0","0",-54.5511616619999,2.33810129800005
"0","0",-54.5315762939999,2.34016835600002
"0","0",-54.520310832,2.3489016720001
"0","0",-54.4933874109999,2.41706288600011
"0","0",-54.4833105059999,2.42285064700009
"0","0",-54.4726134849999,2.42869008400007
"0","0",-54.4505476479999,2.42894846600005
"0","0",-54.4354581309999,2.43111887600013
"0","0",-54.4234691979999,2.43592478400004
"0","0",-54.375616822,2.48377716100013
"0","0",-54.359442098,2.50801340800012
"0","0",-54.3204263919999,2.60666371700003
"0","0",-54.2853380949999,2.6779771930001
"0","0",-54.2125260019999,2.77642079700006
"0","0",-54.2047228599999,2.79176869800003
"0","0",-54.1889098719999,2.83827748600007
"0","0",-54.1821919359999,2.84654571600011
"0","0",-54.170203003,2.85305694600008
"0","0",-54.1833804939999,2.86385732000011
"0","0",-54.1896333419999,2.87062693300005
"0","0",-54.1913386639999,2.87734487000007
"0","0",-54.1906668699999,2.88783518500011
"0","0",-54.1870495199999,2.89930735300004
"0","0",-54.173251913,2.91951283700013
"0","0",-54.170203003,2.92540395100012
"0","0",-54.1629683029999,2.95599639900004
"0","0",-54.1634333909999,2.96974233000007
"0","0",-54.168756063,2.97139597600004
"0","0",-54.1797631439999,2.98374664300009
"0","0",-54.1851374919999,2.99780263300011
"0","0",-54.1736136479999,3.00452056900012
"0","0",-54.169169474,3.01072174100011
"0","0",-54.1708747969999,3.02482940700014
"0","0",-54.1770242929999,3.04891062500009
"0","0",-54.179194703,3.05159779900012
"0","0",-54.1885481369999,3.05831573500005
"0","0",-54.1906668699999,3.05914255800008
"0","0",-54.1884964599999,3.06462026000005
"0","0",-54.1840006109999,3.06797922800007
"0","0",-54.179453084,3.07030466800011
"0","0",-54.1770242929999,3.07278513600008
"0","0",-54.174698853,3.09392079700011
"0","0",-54.1770759679999,3.11655507400008
"0","0",-54.1879796959999,3.13097279900009
"0","0",-54.211182414,3.12740712500002
"0","0",-54.1904601649999,3.17810170500009
"0","0",-54.176559205,3.2005809530001
"0","0",-54.1400239669999,3.24502268500008
"0","0",-54.1142891039999,3.28538197900014
"0","0",-54.0808045569999,3.30931402900009
"0","0",-54.0802343349999,3.30972157800005
"0","0",-54.0694856369999,3.32708485900007
"0","0",-54.0627160239999,3.34669606600009
"0","0",-54.0603389079999,3.36421437600006
"0","0",-54.0556880289999,3.37767608600011
"0","0",-54.0193594979999,3.41537404400006
"0","0",-54.0030297449999,3.45539744100004
"0","0",-54.0062853599999,3.53102590000009
"0","0",-53.9982755129999,3.57303883900009
"0","0",-53.9902656659999,3.59569895500006
"0","0",-53.9888187259999,3.61099517800011
"0","0",-53.9948131919999,3.62360422800013
"0","0",-54.0088175049999,3.63791859900003
"0","0",-54.017860881,3.64145843500009
"0","0",-54.0284028729999,3.63983062700005
"0","0",-54.0394099529999,3.63644582100004
"0","0",-54.0501069749999,3.6345337930001
"0","0",-54.050675416,3.64055409800005
"0","0",-54.0740331629999,3.6761074830001
"0","0",-54.0944453529999,3.74705922500009
"0","0",-54.10478064,3.75804046700007
"0","0",-54.1255028899999,3.7887362670001
"0","0",-54.1360965579999,3.79573842400011
"0","0",-54.170203003,3.80581532800005
"0","0",-54.1816234949999,3.81100881000006
"0","0",-54.1873595779999,3.81467783700015
"0","0",-54.1974881599999,3.82689931200008
"0","0",-54.207048299,3.84648468000009
"0","0",-54.2145413819999,3.85821523000008
"0","0",-54.2180037029999,3.85764678900003
"0","0",-54.222241171,3.86619923900005
"0","0",-54.2410513919999,3.87635365800011
"0","0",-54.2658044029999,3.92252655100006
"0","0",-54.2725223389999,3.92952870700006
"0","0",-54.2864749759999,3.9407166550001
"0","0",-54.2931412359999,3.94981170700007
"0","0",-54.3038899339999,3.98446075500009
"0","0",-54.310194459,3.99420176200003
"0","0",-54.344352581,4.02494923900008
"0","0",-54.3538610429999,4.04171824100004
"0","0",-54.3551529539999,4.06652292900009
"0","0",-54.35101884,4.08207753500011
"0","0",-54.3375829669999,4.1166490680001
"0","0",-54.3346890869999,4.1317127480001
"0","0",-54.3385648199999,4.15233164500009
"0","0",-54.3489001059999,4.16052235900011
"0","0",-54.3824897869999,4.16956573500008
"0","0",-54.3948921299999,4.17791147900004
"0","0",-54.406571004,4.19152821900005
"0","0",-54.4105500899998,4.20858144100008
"0","0",-54.399594686,4.22726247200006
"0","0",-54.3931868089999,4.24439320900011
"0","0",-54.3941169839999,4.26981801300012
"0","0",-54.4029536539999,4.31294199700004
"0","0",-54.433442749,4.37637481700007
"0","0",-54.4508060309999,4.48422353200007
"0","0",-54.4479638269999,4.50954498300005
"0","0",-54.4281717529999,4.5461577360001
"0","0",-54.4234691979999,4.56339182500008
"0","0",-54.4234691979999,4.60434539800011
"0","0",-54.4252778729999,4.61605011000009
"0","0",-54.4377318939999,4.64873545300007
"0","0",-54.438558716,4.67328175900005
"0","0",-54.4351480709999,4.69237620000013
"0","0",-54.4354581309999,4.70940358500006
"0","0",-54.4473437089999,4.72785207100007
"0","0",-54.457007203,4.73332977300015
"0","0",-54.4672908129999,4.73619781500012
"0","0",-54.475404012,4.74172719400013
"0","0",-54.4786596269999,4.75518890400009
"0","0",-54.4786596269999,4.87866973900015
"0","0",-54.4849641529999,4.89275156700008
"0","0",-54.486721151,4.90295766200005
"0","0",-54.4821219489999,4.91280202200002
"0","0",-54.455508586,4.93143137700008
"0","0",-54.4508060309999,4.93672821100003
"0","0",-54.4488423259999,4.95148183200013
"0","0",-54.4575756429999,4.99135019900007
"0","0",-54.4547851159999,5.00853261300004
"0","0",-54.4486356199999,5.02429392500002
"0","0",-54.4302388109999,5.05338775700002
"0","0",-54.375616822,5.11488271100004
"0","0",-54.37230953,5.12105804500001
"0","0",-54.3698807379999,5.13237518300008
"0","0",-54.3654365639999,5.13875722200002
"0","0",-54.3500369869999,5.14958343600006
"0","0",-54.343577433,5.1563788860001
"0","0",-54.3320019129999,5.19619557700011
"0","0",-54.3206519429999,5.21245441000005
"0","0",-54.3113313399999,5.22580617300007
"0","0",-54.2691633709999,5.26908518500004
"0","0",-54.1904601649999,5.32574839300011
"0","0",-54.1709692049999,5.34837474200009
"0","0",-54.137521939,5.36005280200004
"0","0",-54.1066788399999,5.38117096600007
"0","0",-54.0804337229999,5.40794505400004
"0","0",-54.0611059239999,5.43650950700004
"0","0",-54.0331111319999,5.50543854400007
"0","0",-54.01301022,5.54059479400007
"0","0",-54.0071915359999,5.55817291900007
"0","0",-53.9919250209999,5.66134785500009
"0","0",-53.9742421299999,5.69219586000008
"0","0",-53.9545851819999,5.72612618200009
"0","0",-53.9443496169999,5.74464077900006
"0","0",-53.934022921,5.74476537500004
"0","0",-53.8897766189999,5.73826036300005
"0","0",-53.858882934,5.73376593000006
"0","0",-53.8355989219999,5.72394084600006
"0","0",-53.8156511699999,5.71591936600004
"0","0",-53.8082877529999,5.71483613400005
"0","0",-53.8114242409999,5.72060482900008
"0","0",-53.8324227559999,5.73169364800009
"0","0",-53.8245249479999,5.73322320400007
"0","0",-53.8103332819999,5.73105981800006
"0","0",-53.7767420309999,5.71415567400004
"0","0",-53.7502130269999,5.69669870100006
"0","0",-53.7324039669999,5.68420281400006
"0","0",-53.7145809539999,5.67441425800007
"0","0",-53.6955961049999,5.66345642200008
"0","0",-53.5825829939999,5.61777206600004
"0","0",-53.5471387499999,5.59994234900006
"0","0",-53.5173223739999,5.58077458900004
"0","0",-53.4952102499999,5.57210469700004
"0","0",-53.4818009109999,5.56952545800004
"0","0",-53.4482493929999,5.56094551100006
"0","0",-53.4078100579999,5.56183160600006
"0","0",-53.3363943179999,5.54391748400008
"0","0",-53.3027098559999,5.53547623600008
"0","0",-53.277452078,5.53819193700008
